deliverCount,workYear,salaryMin,financeStage,pvScore,city,companyLogo,district,industryField,education,createTime,companySize,positionName,companyName,jobNature,companyLabelList,positionId,salaryAvg,salaryMax,showCount,positionType,positionAdvantage
0,3-5年,15,上市公司,0.0,上海,i/image/M00/00/68/Cgp3O1ZJNauACxvgAAASgOa45Fw146.gif,普陀区,电子商务 · 旅游,本科,2016-07-03 16:15:46,2000人以上,产品经理(目的地酒店）,驴妈妈旅游网,全职,"绩效奖金,专项奖金,五险一金,通讯津贴",2043243,20,25,0,产品经理,上市OTA 氛围好 平台好 领导nice
0,不限,6,成熟型(不需要融资),0.0,深圳,i/image/M00/1A/F5/CgqKkVb7ccCAIrLlAAA6BxolDf8087.jpg,,教育 · 企业服务,学历不限,2016-07-03 16:15:16,2000人以上,年轻人的平台 月入8000,智华传奇,全职,,2043242,8,10,0,市场/营销,助你实现实现梦想。
0,1-3年,3,初创型(未融资),0.0,广州,i/image/M00/38/90/CgqKkVdjX9WAOwXtAAAQzjVBftU704.png,番禺区,移动互联网 · 医疗健康,大专,2016-07-03 16:12:53,15-50人,平面设计师,广州微美,全职,"交通补助,带薪年假,绩效奖金,专项奖金",2043241,4,5,0,视觉设计,可提升至设计主管
0,1-3年,13,成长型(A轮),2.566399375159094,上海,i/image/M00/31/FC/CgqKkVdNCCSAdroTAAA6kblXG4k934.png,浦东新区,企业服务 · 硬件,本科,2016-07-03 16:10:50,15-50人,产品应用工程师,高仙机器人,全职,"年底双薪,股票期权,交通补助,午餐补助",1981098,19,25,6,硬件开发,"机器人行业,互联网思维,扁平管理,弹性工作"
7,1-3年,6,成熟型(不需要融资),60.15625951778769,上海,i/image/M00/25/34/Cgp3O1cd5jeAdKgZAAAbWxVzK3Y013.jpg,,移动互联网 · 旅游,大专,2016-07-03 16:08:20,2000人以上,文案策划,横店影视城,全职,"五险一金,年终分红,绩效奖金,带薪年假",1925221,8,10,25,编辑,免费游横店 年终奖金 节日福利 岗位晋升
11,1-3年,5,成熟型(不需要融资),75.768413582645,上海,i/image/M00/25/34/Cgp3O1cd5jeAdKgZAAAbWxVzK3Y013.jpg,,移动互联网 · 旅游,大专,2016-07-03 16:08:18,2000人以上,新媒体运营,横店影视城,全职,"五险一金,年终分红,绩效奖金,带薪年假",1969257,7,10,237,编辑,免费游横店 年终奖金 岗位晋升 节日福利
0,3-5年,15,上市公司,0.0,上海,i/image/M00/00/68/Cgp3O1ZJNauACxvgAAASgOa45Fw146.gif,普陀区,电子商务 · 旅游,本科,2016-07-03 16:06:45,2000人以上,搜索java工程师（平台）,驴妈妈旅游网,全职,"绩效奖金,专项奖金,五险一金,通讯津贴",2043240,20,25,0,后端开发,上市OTA 氛围好 平台好
9,不限,5,初创型(天使轮),170.7474730060378,北京,i/image/M00/2C/F2/Cgp3O1c6s72AYlVDAAAIgLS3uWw554.png,海淀区,移动互联网 · O2O,学历不限,2016-07-03 16:05:23,50-150人,室内设计师,北京万维家品科技有限公司,全职,"技能培训,专项奖金,岗位晋升,扁平管理",1380615,7,10,387,视觉设计,法定节假日
10,不限,5,初创型(天使轮),143.94031889848702,北京,i/image/M00/2C/F2/Cgp3O1c6s72AYlVDAAAIgLS3uWw554.png,海淀区,移动互联网 · O2O,学历不限,2016-07-03 16:05:14,50-150人,用户运营,北京万维家品科技有限公司,全职,"技能培训,专项奖金,岗位晋升,扁平管理",1164491,7,10,207,运营,5-18k，五险一金
2,5-10年,18,成长型(A轮),50.507199991219856,深圳,i/image/M00/18/67/CgqKkVbzr5mAQnS8AAA0TTHxOAE354.png,南山区,移动互联网,本科,2016-07-03 16:04:50,50-150人,PHP高级开发,深圳市尚巢时代形象设计有限公司,全职,,1939262,21,25,214,后端开发,14薪+项目奖金+13%公积金
2,不限,4,成长型(不需要融资),81.98109686550316,广州,images/logo_default.png,白云区,教育 · 其他,大专,2016-07-03 16:02:15,50-150人,市场专员,信盈达,全职,"技能培训,节日礼物,年底双薪,带薪年假",1922766,6,8,316,市场/营销,法定节假日，话补，春节假期15天
1,1-3年,6,成长型(不需要融资),96.80472287105799,广州,images/logo_default.png,白云区,教育 · 其他,大专,2016-07-03 16:02:14,50-150人,嵌入式,信盈达,全职,"技能培训,节日礼物,年底双薪,带薪年假",1922769,9,12,451,硬件开发,有餐补，法定节假日，过年假期15天
0,不限,4,成长型(A轮),0.1590263730260552,北京,i/image/M00/08/49/Cgp3O1bPycGAMj0hAAAgshBCvv4840.jpg,,移动互联网 · 文化娱乐,大专,2016-07-03 16:01:53,150-500人,前台（身高165以上）,映客直播,全职,"年底双薪,专项奖金,股票期权,带薪年假",2043238,6,8,4,行政,映客直播年轻娱乐产品，刚融完Ａ轮已赢利
13,1-3年,8,成长型(A轮),134.6188325338893,北京,image1/M00/45/96/CgYXBlXb2DmAC_sjAABa_huutJo739.png?cc=0.3796202908270061,海淀区,移动互联网 · 社交网络,本科,2016-07-03 16:00:19,15-50人,新媒体运营,两面科技,全职,"技能培训,节日礼物,绩效奖金,扁平管理",2018878,11,15,939,运营,创始团队来自于苹果、IBM、雅虎、阿里巴巴
5,1-3年,8,成长型(A轮),85.99921534689238,北京,image1/M00/45/96/CgYXBlXb2DmAC_sjAABa_huutJo739.png?cc=0.3796202908270061,海淀区,移动互联网 · 社交网络,本科,2016-07-03 16:00:08,15-50人,文案策划,两面科技,全职,"技能培训,节日礼物,绩效奖金,扁平管理",2018877,11,15,488,编辑,创始团队来自于苹果、IBM、雅虎、阿里巴巴
3,1-3年,5,成熟型(不需要融资),18.021954838714606,上海,i/image/M00/25/34/Cgp3O1cd5jeAdKgZAAAbWxVzK3Y013.jpg,,移动互联网 · 旅游,大专,2016-07-03 16:08:16,2000人以上,客服经理,横店影视城,全职,"五险一金,年终分红,绩效奖金,带薪年假",1858381,7,10,46,客服,免费游横店 年终奖金 绩效奖金 岗位晋升
13,不限,5,初创型(天使轮),305.1572941103866,北京,i/image/M00/2C/F2/Cgp3O1c6s72AYlVDAAAIgLS3uWw554.png,海淀区,移动互联网 · O2O,学历不限,2016-07-03 16:05:13,50-150人,编辑,北京万维家品科技有限公司,全职,"技能培训,专项奖金,岗位晋升,扁平管理",1164495,7,10,1372,编辑,5-18k，五险一金，扁平管理
3,不限,5,初创型(天使轮),83.13794281205716,北京,i/image/M00/2C/F2/Cgp3O1c6s72AYlVDAAAIgLS3uWw554.png,海淀区,移动互联网 · O2O,学历不限,2016-07-03 16:05:12,50-150人,内容运营,北京万维家品科技有限公司,全职,"技能培训,专项奖金,岗位晋升,扁平管理",1164484,7,10,334,运营,五险一金 5-18k
0,3-5年,15,上市公司,0.0,上海,i/image/M00/00/68/Cgp3O1ZJNauACxvgAAASgOa45Fw146.gif,普陀区,电子商务 · 旅游,本科,2016-07-03 16:03:22,2000人以上,PHP开发工程师（技术平台中心）,驴妈妈旅游网,全职,"绩效奖金,专项奖金,五险一金,通讯津贴",2043239,17,20,0,后端开发,上市OTA 氛围好 餐补 旅游优惠 补充医疗
0,5-10年,25,上市公司,0.0,上海,i/image/M00/00/68/Cgp3O1ZJNauACxvgAAASgOa45Fw146.gif,普陀区,电子商务 · 旅游,本科,2016-07-03 16:01:09,2000人以上,java架构师(出境游）,驴妈妈旅游网,全职,"绩效奖金,专项奖金,五险一金,通讯津贴",2043237,32,40,0,高端技术职位,上市OTA 氛围好 boss好 旅游优惠
6,1-3年,10,成长型(A轮),139.32395677779223,北京,image1/M00/45/96/CgYXBlXb2DmAC_sjAABa_huutJo739.png?cc=0.3796202908270061,,移动互联网 · 社交网络,本科,2016-07-03 15:59:51,15-50人,Java开发工程师,两面科技,全职,"技能培训,节日礼物,绩效奖金,扁平管理",2020295,15,20,1020,后端开发,&nbsp;创始团队来自于苹果、IBM、雅虎、阿里巴巴
6,1-3年,15,成长型(A轮),98.37194946974823,北京,image1/M00/45/96/CgYXBlXb2DmAC_sjAABa_huutJo739.png?cc=0.3796202908270061,海淀区,移动互联网 · 社交网络,本科,2016-07-03 15:59:40,15-50人,推广经理,两面科技,全职,"技能培训,节日礼物,绩效奖金,扁平管理",2018885,20,25,429,市场/营销,创始团队来自于苹果、IBM、雅虎、阿里巴巴
0,1-3年,3,成长型(A轮),22.173587069532022,成都,image1/M00/27/F7/Cgo8PFVdSMiAD0jzAACjD1EXg_8607.png,青羊区,移动互联网 · 生活服务,大专,2016-07-03 15:57:43,150-500人,商品经理,宝驾租车,全职,"年底双薪,帅哥多,交通补助,五险一金",1875891,4,6,22,销售,公司购买五险一金。
4,1-3年,5,成长型(A轮),124.9393320595514,成都,image1/M00/27/F7/Cgo8PFVdSMiAD0jzAACjD1EXg_8607.png,青羊区,移动互联网 · 生活服务,大专,2016-07-03 15:57:35,150-500人,销售经理,宝驾租车,全职,"年底双薪,帅哥多,交通补助,五险一金",1452960,7,10,35,销售,五险一金 话补，交通补助 加班餐补
0,1-3年,8,初创型(未融资),1.6612520710403083,北京,i/image/M00/3F/9A/Cgp3O1d4rROATeTqAADrLSV2gF8612.png,朝阳区,O2O · 电子商务,大专,2016-07-03 15:52:45,15-50人,新媒体运营,HelloTomorrow,全职,"专项奖金,绩效奖金,弹性工作,技能培训",2043234,11,15,13,运营,足够大的发展空间，高薪
2,3-5年,6,初创型(未融资),50.27550997254421,深圳,image1/M00/2B/A3/Cgo8PFVw9e2AMel8AABIY3Is8Fk835.jpg?cc=0.6308441927142764,南山区,企业服务 · 游戏,大专,2016-07-03 15:51:45,少于15人,系统管理员,大器网络,全职,"节日礼物,专项奖金,股票期权,带薪年假",807722,8,11,92,运维,五险一金、周末双休、带薪年假、项目奖金
0,不限,5,初创型(不需要融资),37.83950654832093,北京,i/image/M00/1E/D9/Cgp3O1cJ_z-APsL4AAD4RuhedwQ491.JPG,朝阳区,其他 · 文化娱乐,学历不限,2016-07-03 15:51:04,少于15人,科技伙伴,复调,全职,"技能培训,管理规范,节日礼物,美国漫画",1712476,5,6,250,客服,免费音乐会/免费电影票/内部培训/玩硬件
4,不限,5,初创型(不需要融资),51.04701319694952,北京,i/image/M00/1E/D9/Cgp3O1cJ_z-APsL4AAD4RuhedwQ491.JPG,朝阳区,其他 · 文化娱乐,大专,2016-07-03 15:51:03,少于15人,美国漫画伙伴,复调,全职,"技能培训,管理规范,节日礼物,美国漫画",1708704,5,6,219,销售,免费音乐会/免费电影票/内部培训/各种补助
0,不限,3,初创型(不需要融资),12.487218883996217,南京,i/image/M00/17/D4/Cgp3O1byb4KAekNbAAC8izl8oEI665.jpg,浦口区,O2O · 生活服务,大专,2016-07-03 15:49:55,15-50人,客服代表（客户咨询/销售方向）,Yo伴公寓,全职,"股票期权,交通补助,通讯津贴,绩效奖金",1999014,4,5,26,客服,弹性工作 工作轻松 做五休二 高提成
1,不限,3,初创型(不需要融资),29.823843159835626,南京,i/image/M00/17/D4/Cgp3O1byb4KAekNbAAC8izl8oEI665.jpg,,O2O · 生活服务,本科,2016-07-03 15:49:53,15-50人,室内设计师（软装方向）,Yo伴公寓,全职,"股票期权,交通补助,通讯津贴,绩效奖金",1999038,4,5,104,视觉设计,五险一金 住房补贴 公司旅游 定期聚餐等
31,不限,5,成长型(A轮),213.47322958448464,北京,image1/M00/45/96/CgYXBlXb2DmAC_sjAABa_huutJo739.png?cc=0.3796202908270061,海淀区,移动互联网 · 社交网络,大专,2016-07-03 15:59:33,15-50人,运营专员,两面科技,全职,"技能培训,节日礼物,绩效奖金,扁平管理",1025560,7,10,754,运营,创始团队来自于苹果、IBM、雅虎、阿里巴巴
0,1-3年,3,成长型(A轮),0.6675151383845158,成都,image1/M00/27/F7/Cgo8PFVdSMiAD0jzAACjD1EXg_8607.png,青羊区,移动互联网 · 生活服务,大专,2016-07-03 15:56:50,150-500人,行政主管兼财务,宝驾租车,全职,"年底双薪,帅哥多,交通补助,五险一金",2043236,4,6,4,行政,购买五险，有加班补助，交通，话务补助
0,5-10年,20,上市公司,0.0,上海,i/image/M00/00/68/Cgp3O1ZJNauACxvgAAASgOa45Fw146.gif,普陀区,电子商务 · 旅游,本科,2016-07-03 15:54:11,2000人以上,高级Java开发工程师（国内游）,驴妈妈旅游网,全职,"绩效奖金,专项奖金,五险一金,通讯津贴",2043235,25,30,0,后端开发,上市OTA 地铁近 boss好 餐补 旅游优惠
0,5-10年,20,上市公司,0.0,上海,i/image/M00/00/68/Cgp3O1ZJNauACxvgAAASgOa45Fw146.gif,普陀区,电子商务 · 旅游,本科,2016-07-03 15:52:11,2000人以上,高级java开发工程师（出境游）,驴妈妈旅游网,全职,"绩效奖金,专项奖金,五险一金,通讯津贴",2043233,25,30,0,后端开发,上市OTA 地铁近 餐补 旅游优惠券 父母旅游
1,不限,5,初创型(不需要融资),10.830155451875449,北京,i/image/M00/1E/D9/Cgp3O1cJ_z-APsL4AAD4RuhedwQ491.JPG,朝阳区,其他 · 文化娱乐,大专,2016-07-03 15:50:58,少于15人,饮品伙伴,复调,全职,"技能培训,管理规范,节日礼物,美国漫画",1711516,5,6,33,销售,免费音乐会/免费电影票/内部培训/各种补助
0,3-5年,4,成熟型(不需要融资),1.6871611635036987,上海,i/image/M00/3F/9F/Cgp3O1d4vCqAP9VIAAAP5RqF7_4852.JPG,闵行区,其他,大专,2016-07-03 15:49:26,500-2000人,财务人员,神明电机,全职,,2043231,5,6,15,财务,年底双薪、带薪年假、定期体检、员工旅游
2,不限,10,成熟型(C轮),3.3830006376447694,深圳,i/image/M00/37/20/CgqKkVdfms6Ac6dNAABY3gBvuqI944.jpg,,移动互联网 · 金融,本科,2016-07-03 15:48:18,150-500人,Hadoop工程师,极光,全职,"五险一金,年底双薪,股票期权,文体活动",2041103,12,15,169,后端开发,14薪、弹性工作、扁平管理、工作餐、下午茶
1,1-3年,10,成熟型(C轮),13.517033521208969,深圳,i/image/M00/37/20/CgqKkVdfms6Ac6dNAABY3gBvuqI944.jpg,南山区,移动互联网 · 金融,本科,2016-07-03 15:47:31,150-500人,Hadoop开发工程师,极光,全职,"五险一金,年底双薪,股票期权,文体活动",1720349,12,15,532,后端开发,年终奖金、工作晚餐、下午茶、弹性考勤等
0,3-5年,4,成长型(不需要融资),17.600202953947203,佛山,image2/M00/12/B4/CgqLKVY4gBeAXkXHAABc5JfY1zc489.jpg?cc=0.5551734443288296,南海区,教育 · 硬件,大专,2016-07-03 15:46:59,50-150人,项目经理,依讯,全职,"年底双薪,带薪年假,绩效奖金,通讯津贴",1960935,5,6,66,项目管理,周末双休
6,不限,6,成长型(不需要融资),155.43832839325327,广州,image2/M00/12/B4/CgqLKVY4gBeAXkXHAABc5JfY1zc489.jpg?cc=0.5551734443288296,白云区,教育 · 硬件,大专,2016-07-03 15:46:56,50-150人,JAVA开发工程师,依讯,全职,"年底双薪,带薪年假,绩效奖金,通讯津贴",1227224,7,8,205,前端开发,绩效奖金、五险一金，全勤奖等
0,1-3年,4,初创型(未融资),2.214816802040122,广州,image2/M00/0B/5F/CgqLKVYYdjyAFze8AAANgbBRuaw675.jpg?cc=0.4976886599656138,天河区,移动互联网 · 企业服务,学历不限,2016-07-03 15:46:49,15-50人,客服经理,敦和信息,全职,"节日礼物,股票期权,岗位晋升,扁平管理",1857926,6,8,9,客服,只要能力够，我们努力满足你想要的一切...
0,不限,5,成长型(不需要融资),1.2372515199027123,广州,i/image/M00/3D/ED/Cgp3O1dzVY6AUwkXAABMpkqEdPU216.jpg,番禺区,其他,大专,2016-07-03 15:46:13,150-500人,助理,非旺科技,全职,,2043230,7,9,11,行政,高薪急聘各岗位助理4800以上底薪
0,1-3年,4,成熟型(不需要融资),1.349728930802959,上海,i/image/M00/3F/9F/Cgp3O1d4vCqAP9VIAAAP5RqF7_4852.JPG,闵行区,其他,大专,2016-07-03 15:46:03,500-2000人,CAD绘图员,神明电机,全职,,2043229,5,6,12,产品设计师,年底双薪 、带薪年假、 定期体检、员工旅游
0,1-3年,15,初创型(未融资),5.622227266717233,广州,image2/M00/0B/5F/CgqLKVYYdjyAFze8AAANgbBRuaw675.jpg?cc=0.4976886599656138,天河区,移动互联网 · 企业服务,本科,2016-07-03 15:45:17,15-50人,OCR算法工程师,敦和信息,全职,"节日礼物,股票期权,岗位晋升,扁平管理",1267818,22,30,8,后端开发,只要能力够，我们努力满足你想要的一切...
0,1-3年,8,初创型(天使轮),1.5516098535694578,北京,i/image/M00/22/93/CgqKkVcVg9GAa7pyAAFeE2-n8Kw443.png,海淀区,教育,学历不限,2016-07-03 15:43:45,15-50人,运营经理/主管/专员,马哥教育,全职,,2043228,12,16,24,运营,期权 高薪 五险一金 饭补 交通补 通信补
0,3-5年,15,上市公司,0.0,上海,i/image/M00/00/68/Cgp3O1ZJNauACxvgAAASgOa45Fw146.gif,普陀区,电子商务 · 旅游,本科,2016-07-03 15:50:02,2000人以上,java开发工程师(大交通）,驴妈妈旅游网,全职,"绩效奖金,专项奖金,五险一金,通讯津贴",2043232,20,25,0,后端开发,上市OTA 地铁近 餐补通讯补 旅游券 氛围好
4,1-3年,10,成熟型(C轮),21.720061616029028,深圳,i/image/M00/37/20/CgqKkVdfms6Ac6dNAABY3gBvuqI944.jpg,南山区,移动互联网 · 金融,本科,2016-07-03 15:47:21,150-500人,Python开发工程师（中级）,极光,全职,"五险一金,年底双薪,股票期权,文体活动",1411029,12,15,556,后端开发,五险一金、14薪/年、下午茶、工作餐等等
1,3-5年,15,成熟型(C轮),3.787164430637729,深圳,i/image/M00/37/20/CgqKkVdfms6Ac6dNAABY3gBvuqI944.jpg,,移动互联网 · 金融,本科,2016-07-03 15:47:14,150-500人,高级前端开发工程师,极光,全职,"五险一金,年底双薪,股票期权,文体活动",2007909,20,25,171,后端开发,五险一金、14薪/年、下午茶、工作餐等等
1,1-3年,4,成长型(不需要融资),200.29813940717509,广州,image2/M00/12/B4/CgqLKVY4gBeAXkXHAABc5JfY1zc489.jpg?cc=0.5551734443288296,白云区,教育 · 硬件,学历不限,2016-07-03 15:46:55,50-150人,动漫设计师,依讯,全职,"年底双薪,带薪年假,绩效奖金,通讯津贴",1612515,6,8,307,视觉设计,周末双休
0,1-3年,9,成长型(不需要融资),58.81927653971971,广州,image2/M00/12/B4/CgqLKVY4gBeAXkXHAABc5JfY1zc489.jpg?cc=0.5551734443288296,白云区,教育 · 硬件,大专,2016-07-03 15:46:52,50-150人,高级JAVA开发工程师,依讯,全职,"年底双薪,带薪年假,绩效奖金,通讯津贴",1227233,9,9,221,前端开发,绩效奖金、五险一金，全勤奖等
0,1-3年,6,初创型(未融资),1.5705646353520064,武汉,i/image/M00/31/81/CgqKkVdLpfqAKTQaAAASLVoRG-o567.jpg,武昌区,移动互联网 · 电子商务,大专,2016-07-03 15:42:39,15-50人,SEO优化,百悦千禧,全职,,2043227,7,8,8,运营,基本薪资+岗位补贴+绩效奖金+年终奖+全勤奖
0,不限,3,成熟型(不需要融资),0.44990964360098634,上海,i/image/M00/3F/9F/Cgp3O1d4vCqAP9VIAAAP5RqF7_4852.JPG,闵行区,其他,大专,2016-07-03 15:42:35,500-2000人,数据统计员,神明电机,全职,,2043226,3,4,4,市场/营销,工作餐、带薪年假、定期体检、员工旅游
2,1-3年,8,初创型(天使轮),26.656592604170967,深圳,image1/M00/1A/F8/Cgo8PFUeK-eAMvkKAACl4vgr6f0668.jpg,,移动互联网 · 旅游,大专,2016-07-03 15:38:53,少于15人,ASO推广,青驿,全职,"年底双薪,专项奖金,股票期权,岗位晋升",1941518,12,16,481,市场/营销,牛人；弹性；员工持股；不限量零食；
7,1-3年,8,初创型(天使轮),33.72812236075612,深圳,image1/M00/1A/F8/Cgo8PFUeK-eAMvkKAACl4vgr6f0668.jpg,南山区,移动互联网 · 旅游,大专,2016-07-03 15:38:50,少于15人,APP推广经理,青驿,全职,"年底双薪,专项奖金,股票期权,岗位晋升",2020256,12,16,311,市场/营销,牛人；弹性；员工持股；不限量零食；
0,不限,5,成长型(不需要融资),0.8998192872019727,昆明,i/image/M00/3E/F9/CgqKkVd18aKAGHlIAABLVj_pHHc267.png,呈贡区,移动互联网 · 招聘,学历不限,2016-07-03 15:34:24,50-150人,打字员/录入员,一比多网络,兼职,,2043225,6,7,8,编辑,面向全国招聘，地点时间不限，自己掌控
0,不限,5,成长型(不需要融资),0.6748644654014795,济南,i/image/M00/3E/F9/CgqKkVd18aKAGHlIAABLVj_pHHc267.png,市中区,移动互联网 · 招聘,学历不限,2016-07-03 15:33:51,50-150人,内容编辑,一比多网络,兼职,,2043224,6,7,6,编辑,面向全国招聘，地点时间不限，自己掌控
5,1-3年,6,初创型(不需要融资),47.44550220164636,北京,i/image/M00/30/94/Cgp3O1dGyMyAOSMTAAAV3OTm00w558.jpg,朝阳区,移动互联网 · 游戏,学历不限,2016-07-03 15:33:42,少于15人,3D建模师,博旺网络科技(北京）有限公司,全职,,1937934,9,12,195,视觉设计,老板nice，气氛轻松，零食多多，团建多多
0,1-3年,3,初创型(天使轮),1.1718063572866584,成都,i/image/M00/11/BD/Cgp3O1biinmAQj9tAAAL2JqR1aA642.jpg,武侯区,硬件,大专,2016-07-03 15:32:50,15-50人,商务经理（招投标专员）,mostfun,全职,"年度旅游,扁平管理,技能培训",2043223,4,5,11,销售,高薪高提成，升职区间，创新企业，创业企业
0,1-3年,20,上市公司,7.524895926307646,杭州,i/image/M00/02/DD/CgqKkVafINOAds9IAAAU_yn9oH0124.jpg,西湖区,移动互联网 · 电子商务,学历不限,2016-07-03 15:32:38,2000人以上,资深开发工程师/技术专家,支付宝（杭州）,全职,"年底双薪,股票期权,年终分红,绩效奖金",1961205,30,40,51,后端开发,待遇丰厚、即将上市
3,1-3年,20,上市公司,49.820000615554065,杭州,i/image/M00/02/DD/CgqKkVafINOAds9IAAAU_yn9oH0124.jpg,西湖区,移动互联网 · 电子商务,学历不限,2016-07-03 15:32:36,2000人以上,Java,支付宝（杭州）,全职,"年底双薪,股票期权,年终分红,绩效奖金",1961173,30,40,200,后端开发,待遇优厚，成长空间大
0,1-3年,8,成长型(A轮),39.17951855633346,北京,image1/M00/0D/72/Cgo8PFT30cWAGH6RAACP4saPEKg333.png,朝阳区,数据服务,大专,2016-07-03 15:32:26,15-50人,测试工程师,击壤科技,全职,"节日礼物,绩效奖金,岗位晋升,五险一金",1789784,11,15,146,测试,机器代替人工的变革，让大数据创造大价值！
0,1-3年,8,初创型(天使轮),4.056630283725176,北京,image1/M00/00/24/Cgo8PFTUWH2AR2raAAB2RwimjlY119.jpg,,移动互联网 · 硬件,本科,2016-07-03 15:32:21,15-50人,安卓工程师,雅乐美森,全职,"绩效奖金,五险一金,交通补助,弹性工作",2043222,11,15,48,移动开发,五险齐全 绩效奖金 带薪年假 员工旅游
1,不限,10,成长型(A轮),40.713676036362315,北京,image1/M00/0D/72/Cgo8PFT30cWAGH6RAACP4saPEKg333.png,朝阳区,数据服务,大专,2016-07-03 15:32:18,15-50人,媒介经理,击壤科技,全职,"节日礼物,绩效奖金,岗位晋升,五险一金",1702500,15,20,239,公关,节日福利、定期团建、社保公积金......
1,5-10年,25,成长型(B轮),13.516039596578873,上海,image1/M00/00/54/CgYXBlTUXRqARrnLAABgyLdY4mA139.png,闸北区,移动互联网,本科,2016-07-03 15:32:01,150-500人,销售经理,智慧芽,全职,"技能培训,年底双薪,节日礼物,绩效奖金",1976814,32,40,213,销售,一流销售团队 新兴行业 企业文化
1,5-10年,12,成长型(B轮),5.774155340781905,苏州,image1/M00/00/54/CgYXBlTUXRqARrnLAABgyLdY4mA139.png,工业园区,移动互联网,本科,2016-07-03 15:31:58,150-500人,高级招聘专家,智慧芽,全职,"技能培训,年底双薪,节日礼物,绩效奖金",1973162,16,20,72,人力资源,行业前景广阔；老板nice；弹性工作时间
0,3-5年,8,初创型(天使轮),2.4508807964172936,北京,image1/M00/00/24/Cgo8PFTUWH2AR2raAAB2RwimjlY119.jpg,,移动互联网 · 硬件,本科,2016-07-03 15:31:50,15-50人,中级Java开发工程师,雅乐美森,全职,"绩效奖金,五险一金,交通补助,弹性工作",2043221,11,15,29,后端开发,五险一金+绩效奖金 +带薪年假+员工旅游
0,不限,5,成长型(不需要融资),0.0,哈尔滨,i/image/M00/3E/F9/CgqKkVd18aKAGHlIAABLVj_pHHc267.png,南岗区,移动互联网 · 招聘,学历不限,2016-07-03 15:31:47,50-150人,内容编辑,一比多网络,兼职,,2043220,6,7,0,编辑,面向全国招聘，地点时间不限，自己掌控
0,1-3年,5,成长型(A轮),0.7569739890989804,上海,i/image/M00/2A/A6/Cgp3O1cyzZmABL53AAARS3zK_UM920.jpg,,移动互联网,学历不限,2016-07-03 15:31:09,50-150人,APP推广 到碗里来,淘卡淘,全职,"股票期权,带薪年假,岗位晋升,五险一金",2043218,7,10,11,运营,工资高升职快A轮融资股权期权年假旅游颜值
0,1-3年,5,成长型(A轮),0.8257898062897968,上海,i/image/M00/2A/A6/Cgp3O1cyzZmABL53AAARS3zK_UM920.jpg,,移动互联网,学历不限,2016-07-03 15:31:00,50-150人,产品运营 快到碗里来,淘卡淘,全职,"股票期权,带薪年假,岗位晋升,五险一金",2043217,7,10,12,运营,工资高升职快A轮融资股权期权年假旅游颜值
0,3-5年,10,成熟型(不需要融资),0.3279702503051869,上海,image1/M00/34/5F/CgYXBlWXVPSAVjfKAAAcbZND2js676.jpg?cc=0.25363044161349535,徐汇区,文化娱乐,本科,2016-07-03 15:30:46,500-2000人,售后工程师,百视通,全职,"交通补助,午餐补助,通讯津贴,绩效奖金",2043215,12,15,10,企业软件,上市公司 带薪年假 绩效工资 通信补贴
0,不限,5,成长型(不需要融资),0.6748644654014795,武汉,i/image/M00/3E/F9/CgqKkVd18aKAGHlIAABLVj_pHHc267.png,江岸区,移动互联网 · 招聘,学历不限,2016-07-03 15:30:05,50-150人,录入员,一比多网络,兼职,,2043212,6,7,6,编辑,面向全国招聘，地点时间不限，自己掌控
0,1年以下,6,成熟型(D轮及以上),0.18569361278619448,上海,image1/M00/00/33/CgYXBlTUXI-AC08_AACIkHlny3Y866.jpg,浦东新区,移动互联网 · 企业服务,本科,2016-07-03 15:28:19,500-2000人,OA实施工程师,泛微,全职,"技能培训,带薪年假,绩效奖金,岗位晋升",2043210,7,8,18,企业软件,半年调薪 国外旅游 项目补贴
0,不限,15,上市公司,1.5863075515066576,上海,image1/M00/42/FE/Cgo8PFXN-laALzQxAAAZAWTGH-8310.jpg,闵行区,电子商务,本科,2016-07-03 15:27:55,2000人以上,测试工程师,唯品会,全职,"绩效奖金,年底双薪,五险一金,通讯津贴",2043209,22,30,17,测试,对比阿里的中间件产品的测试！
0,1-3年,6,成熟型(D轮及以上),0.18569361278619448,上海,image1/M00/00/33/CgYXBlTUXI-AC08_AACIkHlny3Y866.jpg,浦东新区,移动互联网 · 企业服务,大专,2016-07-03 15:27:51,500-2000人,项目实施,泛微,全职,"技能培训,带薪年假,绩效奖金,岗位晋升",2043208,7,8,18,企业软件,半年调薪 国外旅游 项目补贴
4,3-5年,20,初创型(未融资),55.177044197555595,北京,image1/M00/3B/65/CgYXBlWwZk2AUFhfAAAr8PTlojs708.png,朝阳区,移动互联网,大专,2016-07-03 15:27:35,50-150人,高级产品经理,恩福健康科技,全职,"节日礼物,绩效奖金,免费班车,股票期权",2009712,25,30,92,产品经理,五险 餐补 绩效奖金 年终奖 节假日福利
2,3-5年,15,成长型(A轮),31.376726685720627,北京,image1/M00/0D/72/Cgo8PFT30cWAGH6RAACP4saPEKg333.png,朝阳区,数据服务,大专,2016-07-03 15:32:17,15-50人,内容植入策划,击壤科技,全职,"节日礼物,绩效奖金,岗位晋升,五险一金",1756649,17,20,132,市场/营销,分享 诚信 创新 坚持
